2020-09-01,8.213156722337057
2020-09-02,12.300284811332434
2020-09-03,12.222955950120589
2020-09-04,11.29171792479705
2020-09-05,10.8751261180813
2020-09-06,12.862968364981283
2020-09-07,15.30709614181817
2020-09-08,12.74915809133212
2020-09-09,13.287592290823603
2020-09-10,15.23224319996907
2020-09-11,17.527983950642437
2020-09-12,20.199432677280782
2020-09-13,17.867175974680237
2020-09-14,13.052124906000937
2020-09-15,19.62134342753504
2020-09-16,14.403847282779045
2020-09-17,20.678285240902863
2020-09-18,21.205414243382762
2020-09-19,20.318290363188073
2020-09-20,18.17531304812307
2020-09-21,20.28599570041518
2020-09-22,17.776373355099974
2020-09-23,23.274981348372304
2020-09-24,18.635032906620282
2020-09-25,23.45807353029066
2020-09-26,22.919731940320034
2020-09-27,23.176384754608126
2020-09-28,21.34336636823938
2020-09-29,25.54320909270415
2020-09-30,25.023961483479045
2020-10-01,28.07315992779805
2020-10-02,28.27999298191232
2020-10-03,20.730908897942676
2020-10-04,24.523892166586755
2020-10-05,29.893888807421394
2020-10-06,25.55780867373715
2020-10-07,27.063004119280485
2020-10-08,29.04977134164634
2020-10-09,30.657687734708453
2020-10-10,31.443790175639222
2020-10-11,30.478667050506687
2020-10-12,30.089983695342898
2020-10-13,33.861404141507066
2020-10-14,36.27080322933065
2020-10-15,32.48872612753581
2020-10-16,32.840272717410905
2020-10-17,34.65047893409891
2020-10-18,37.015367225525196
2020-10-19,40.16438865762551
2020-10-20,43.218461840828034
2020-10-21,39.64453857835229
2020-10-22,38.49760966116171
2020-10-23,42.644765134654264
2020-10-24,39.31789992974085
2020-10-25,41.25235673741092
2020-10-26,41.21623052267226
2020-10-27,44.8714497558937
2020-10-28,42.500673433784776
2020-10-29,46.84239549782593
2020-10-30,46.871255390427635
2020-10-31,48.70603519100429
2020-11-01,48.572939110887155
2020-11-02,53.75721364458592
2020-11-03,51.828196974781676
2020-11-04,55.87451843393428
2020-11-05,56.08198016703779
2020-11-06,56.40859218125991
2020-11-07,57.67502409820408
2020-11-08,59.38581599689274
2020-11-09,65.32796773907741
2020-11-10,59.80025198409444
2020-11-11,64.98938946823885
2020-11-12,63.6921625582399
2020-11-13,63.75567039726585
2020-11-14,62.46121357807239
2020-11-15,68.31324858406586
2020-11-16,67.60829193622271
2020-11-17,65.4675264940606
2020-11-18,73.13161858957355
2020-11-19,73.49350278583078
2020-11-20,74.87071862554934
2020-11-21,78.71502109582757
2020-11-22,81.0542016589132
2020-11-23,83.36263201648696
2020-11-24,85.86895725456598
2020-11-25,87.79150144360777
2020-11-26,91.83497917726149
2020-11-27,89.34137304942408
2020-11-28,95.46597809831219
2020-11-29,95.11820082492717
2020-11-30,107.13304002880226
